;ID;Name;Price_night;Rank;Adress;Phone;Website;Description;Number_of_Rooms;Hotel_Style;Mail;Rating;Number_Rating;Location_Rating;Cleanliness_Rating;Service_Rating;Value_Rating;Walking_Grade;Near_Restaurants;Near_Attractions;Language_Spoken;Wifi;Taxi;Breakfast;Baggage_storage;All_day_front_desk;All_day_check_in;Dry_cleaning;Complimentary_Coffee;Snack_bar;Concierge;Newspaper;Laundry_service;Non_smoking_hotel;Ironing_service;Kid_friendly_buffet;Bar_Lounge;Allergy_free_room;Coffee_tea_maker;Blackout_curtains;Air_conditioning;Housekeeping;Flatscreen_TV;Bathrobes;All_day_check_in.1;Alarm_clock;Complimentary_toiletries;Snack_bar.1;Soundproof_rooms;Desk;Minibar;Bath_shower;Safe;Bottled_water;Electric_kettle;Hair_dryer;Family_rooms;Non_smoking_rooms;Valet_parking;Pool;Indoor_pool;Sauna;Hot_tub;Fitness_Center;Rooftop_bar;Spa;Massage;Doorperson;Umbrella;Butler_service;Umbrella.1;Hammam;Meeting_rooms;Banquet_room;Meeting_rooms.1;Highchairs_available;Pets_Allowed;Car_hire;Restaurant;Extra_long_beds;Air_purifier;Room_service;Private_balcony;Landmark_view;City_view;Suites;Separate_dining_area;Interconnected_rooms_available;Cable_satellite_TV;Refrigerator;Breakfast_in_the_room;Personal_trainer;Currency_exchange;Paid_private_parking_nearby;Walking_tours;Yoga_room;Books_DVD_music;Strollers
10;10;Pullman Paris Eiffel Tower Hotel;236;#815;18 Avenue de Suffren, 75015 Paris France;01 86 76 09 60;https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=197985&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=227097909&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkTV6nUu_eBEzcOJ4EEHXEALxf9pmJGm4HEeOzXSV4XV4PBWAfWIqjVq4oHPspM5acg&adults=2&child_rm_ages=&inDay=27&outDay=28&rooms=1&inMonth=3&inYear=2022&outMonth=3&outYear=2022&def_d=true&bapid=1&cs=1097aae89590129dc8462876ce6504cb6&ba_uid=0b1cd456-fae7-4f34-850d-b19ee321c54e;"Stay at the Pullman Paris Tour Eiffel, the favorite hotel for travelers to Paris. At the foot of the Eiffel Tower, the hotel is the ideal starting point for visiting the capital and its main monuments. Offering great comfort and excellent value for money, it offers a wide range of services: 24-hour reception, concierge, room service, parking ... Its spacious and bright rooms have a flat-screen TV, WiFi connection, minibar and docking station for Alexa by Amazon. Some offer a breathtaking view of the Eiffel Tower. Visit FRAME, its Californian brasserie for brunch or dinner and savor the fresh produces from the garden. Also take advantage of the hotel's fitness room and its hi-tech equipment. Don't wait any longer to book your stay at the Pullman Paris Tour Eiffel and immerse yourself in one of Paris’s most prestigious districts.
Read more";460; Great View Modern ;h7229@accor.com;4.0;3,581;4.5;4.5;4.0;3.5;100.0;20.0;58.0;English, French, Spanish, Arabic and 4 more ;1;1;1;1;1;0;1;1;0;1;0;1;1;0;0;1;0;1;0;1;1;1;1;0;1;1;0;0;1;1;0;1;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;1;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0
11;11;Novotel Paris Les Halles;196;#119;8 Place Marguerite de Navarre, 75001 Paris France;None;https://us.trip.com/hotels/detail?hotelid=2196505&Allianceid=3242848&SID=8120429&ouid=5fb1cc3b-fe63-42c7-8e4b-e6eca1abb91c&checkin=2022-03-27&checkout=2022-03-28&adult=2&children=0&crn=1&curr=USD;The Novotel Paris Les Halles is a 4 star hotel in the centre of Paris with direct Metro and RER train connections to Charles de Gaulle and Orly airports, the major train stations, Disneyland Paris and major Paris attractions including the Pompidou Centre, the Louvre, Notre Dame and more. The hotel offers 285 rooms, nine meeting rooms for conferences and seminars. Ideal for a business trip or holiday in Paris, the hotel also features a bar, restaurant and a quiet patio to ensure you a pleasant stay.;285; Green Family ;H0785@accor.com;4.0;5,835;4.5;4.0;4.0;3.5;100.0;167.0;713.0;English, French, Russian, Spanish and 5 more ;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;0;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;1;1;1;0;1;1;0;1;0;0;1;1;0;1;0;1;1;0;1;1;1;1;1;1
12;12;Hotel Le 123 Sebastopol - Astotel;155;#23;123 Boulevard de Sebastopol 2nd Arr., 75002 Paris France;01 40 39 61 23;https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=4800782&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=227097926&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkV-LZn5fkDSdIKKA1Uu7Hk-jjPAoZspBZmMJWbMhZuhZBu6tziS5_kpPNlV-RtsDwg&adults=2&child_rm_ages=&inDay=27&outDay=28&rooms=1&inMonth=3&inYear=2022&outMonth=3&outYear=2022&def_d=true&bapid=1&cs=1357d5f9998a5d2ab271be5a90aaf346c&ba_uid=678f559d-3cab-4c0f-91ce-1ced139feaab;"Only 10 minutes walking distance from the Pompidou Centre, the Opera and the Marais areas, and facing the Gaite Lyrique Theatre, 123 Sebastopol is the perfect place for an out-of-this-world stay in the heart of Paris.You will be impressed by its top of the range comfort and services and by its unique, movie-inspired design, with each floor dedicated to a French movie celebrity: Jean-Paul Belmondo, Claude Lelouch, Daniele Thompson, Jaoui and Bacri , Elsa Zylberstein or the Italian film music star Ennio Morricone.On entering the lobby, you will enter the movie world and be greeted by our highly professional staff, attentive to your every need and on hand 24h/7.With its easy-to-find location, its direct links to all the major tourist attractions in the capital city, its unique decor and its services tailored to suit every visitor, 123 Sebastopol is THE go-to destination in Paris.
Read more";63; Trendy Green ;hotel.123sebastopol@astotel.com;5.0;2,452;4.5;5.0;5.0;4.5;100.0;134.0;570.0;English, French, Spanish, Arabic and 3 more ;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13;13;Hotel Armoni;;#428;7 Villa Berthier 17th Arr., 75017 Paris France;None;None;"Description: The Hôtel Armoni welcomes you in style in this new design hotel which opened in February 2013. This cosy and intimate establishment offers business travellers and holiday makers a comfortable refuge in the select Arc de Triomphe district in Paris. Come enjoy this elegant atmosphere by French designer Oscar Ono.These spacious and comfortable double rooms with their warm, elegant design offer a peaceful and relaxing atmosphere. Each room is well equipped with latest technology and comes with a double or twin bed. Each room possesses an individual high speed wifi provided by the Apple Mac mini technology. This secure audiovisual service will enable you to access from your room all kinds of possibilities, information, hotel services, and even the possibility to listen to your own music. This entertainment system is also a computer which will enable you to work or be entertained from the television screen. En suite bathrooms are modern and well equipped with spacious walk-in showers.
Read more";45;None;contact@hotelarmoniparis.com;4.5;873;4.5;4.5;4.5;4.0;100.0;23.0;135.0;None;1;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;14;Yooma Urban Lodge;94;#911;51 quai de Grenelle, 75015 Paris France;01 75 85 03 13;https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=12251494&from=Hotel_Review&area=&slot=3&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=227097942&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIke7rudibP5eT1WEfFCBNEdG0nfRHARE95lpkhIaKp0n7DCkWHN2D3aBSsOImdOCOMw&adults=2&child_rm_ages=&inDay=27&outDay=28&rooms=1&inMonth=3&inYear=2022&outMonth=3&outYear=2022&def_d=true&bapid=3&cs=102c0c73f27ef4fe80221b477f0a27950&ba_uid=b441245b-6f94-4aeb-b7cd-4df6bb04c8f3;Yooma Paris Eiffel Tower is a hotel located in the city’s 15th arrondissement at 1 km distance from the Eiffel Tower, on the banks of the Seine. The hotel was designed by Ora ito in artistic cooperation with Daniel Buren. What makes this hotel a unique venue is its offer of 106 rooms for 2, 4, 5 and 6 people, to accommodate groups, families, professionals and friends;106; Family Business ;None;4.0;748;4.5;4.0;4.0;4.0;100.0;19.0;89.0;English, French, Spanish, German and 1 more ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
15;15;Hotel Pas de Calais;245;#70;59 rue des Saints Peres, 75006 Paris France;01 45 48 78 74;https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=219982&from=Hotel_Review&area=&slot=2&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=227097949&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIke6fo24j-Tev8ZTzmZIYdF1VOA1_WAtLxAiw8rtNPGMBKyd6DWDQcTOCUsNLTM5PvQ&adults=2&child_rm_ages=&inDay=27&outDay=28&rooms=1&inMonth=3&inYear=2022&outMonth=3&outYear=2022&def_d=true&bapid=2&cs=1a6443f1c9e130aa31a757de4cd403490&ba_uid=8d26c488-aacd-492f-819b-cccf233aaf4e;"The Hotel Pas de Calais is a 38 rooms boutique hotel held by the same family since 1922. It is located in the smooth living area of Saint Germain des Prés where fashion, leisure and business are meeting each-other. You will find all comfort services you may expect in every room (Free Internet wifi Access,welcome bathroom amenities from Clarins, bathrobes and slippers, safebox, minibars, hair dryers and much more) We propose 6 room categories recently renovated, our Classic room: charming and cosy 13-15m² ,Superior contemporary and larger 17- 18m², Luxury 20-22m² stylish and comfortable, a Junior Suite of 30m² ideal for a romantic getaway in Paris and 2 stunning attic Suites of 40m² each, best option for long picturesque stay. Continental breakfast is served from 7am till 10h30am up in your room or to our lobby underneath our awesome plant wall. Room service is also available from 11.00am to 02.00am from our partner bistro next door. Come and discover our family Maison.
Read more";38; Boutique Residential Neighborhood ;info@hotelpasdecalais.com;4.5;767;5.0;4.5;4.5;4.5;100.0;113.0;270.0;English, French, Spanish, German ;1;1;1;1;1;1;1;0;0;1;1;1;1;0;0;1;0;0;1;1;0;1;1;1;1;1;0;1;1;0;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
16;16;Melia Paris Vendome;254;#612;8 rue Cambon, 75001 Paris France;00 1 929-207-1033;https://www.tripadvisor.com/Commerce?p=Melia_BA&src=183763600&geo=228729&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=38053&bucket=934836&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=227097958&managed=false&capped=false&gosox=g3xMt9YCHBy3ZUg-YypssegjQviHlJQg6b-lnBPg98x_z9Z0XP9pjcZi3RyRnEOZpkoYWjnCT7StliJ3HhkAKe1YMxi1MwCgbEl4uUTVq-g&adults=2&child_rm_ages=&inDay=27&outDay=28&rooms=1&dated=true&inMonth=3&inYear=2022&outMonth=3&outYear=2022&def_d=true&bapid=1&cs=158d8b58dd5c2a49e5db2c851dff2dbeb&ba_uid=948b1cda-c476-4c87-9572-36e23f2abaf8;"Finding an ideal boutique hotel in Paris does not have to be difficult. Welcome to Melia Vendome - Paris, a nice option for travelers like you.
While staying at Melia Vendome - Paris, visitors can check out Cathédrale Notre-Dame de Paris (1.4 mi) and Arc de Triomphe (1.5 mi), some of Paris' top attractions.
Guest rooms offer a flat screen TV, air conditioning, and a minibar, and Melia Vendome - Paris makes getting online easy as free wifi is available.
Read more";83;None;None;4.0;1,271;5.0;4.5;4.5;4.0;100.0;147.0;238.0;English, French, Spanish, Italian ;1;1;1;1;1;0;1;1;0;1;1;1;1;0;0;1;0;0;0;1;1;1;0;0;1;0;0;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;1;0;0;0;0;0;1;0;0;0;1;0;1;1;0;1;0;0;1;1;0;0;0
17;17;Hotel Moderne Saint Germain;126;#414;33 rue des Ecoles, 75005 Paris France;None;https://us.trip.com/hotels/detail?hotelid=2542174&Allianceid=3242848&SID=8120429&ouid=7d2f8e2b-87b1-422d-a42b-0ec65face3c8&checkin=2022-03-27&checkout=2022-03-28&adult=2&children=0&crn=1&curr=USD;The Moderne Saint-Germain Hotel offers you a very central base for exploring Paris. Discover a district steeped in history with numerous major landmarks, including the Pantheon, the Luxembourg Gardens and Museum, Saint-Sulpice Church or the old Sorbonne University. Meander through the charming little streets of the Latin Quarter, rich with galleries, typical cafes and restaurants before you reach the Seine River and its romantic banks, the Ile de la Cité and Notre-Dame Cathedral.;45; Value ;reception@lemsaintgermain.com;4.5;269;5.0;4.5;4.5;4.0;100.0;143.0;481.0;English, French, Spanish, Italian ;1;1;1;1;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;1;0;1;1;1;0;0;1;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
18;18;Hotel les Deux Girafes Paris;152;#59;23 passage beslay Paris France, 75011 Paris France;01 83 75 11 75;https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=14465492&from=Hotel_Review&area=&slot=3&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=227097978&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkbeHan7uYbtmTW9NrsalGnNzCgcay74G6kuHLT-vRAOtLZBfdkVwsybWtaSDjz_igQ&adults=2&child_rm_ages=&inDay=27&outDay=28&rooms=1&inMonth=3&inYear=2022&outMonth=3&outYear=2022&def_d=true&bapid=3&cs=1f54b9758b7e828112a4759d0ce54190a&ba_uid=262979c6-ca89-418a-9a4d-91454bd8b775;"See why so many travelers make Hotel Les Deux Girafes their hotel of choice when visiting Paris. Providing an ideal mix of value, comfort and convenience, it offers a romantic setting with an array of amenities designed for travelers like you.
Rooms at Hotel Les Deux Girafes offer air conditioning and a minibar providing exceptional comfort and convenience, and guests can go online with free wifi.
A concierge and room service are some of the conveniences offered at this hotel. A fitness center and breakfast will also help to make your stay even more special.
Read more";34; Trendy Great View ;None;5.0;178;5.0;5.0;5.0;4.5;100.0;57.0;376.0;English, French, Russian, Spanish and 2 more ;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;1;1;1;1;1;1;0;0;0;1;1;0;0;1;1;0;0;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0
19;19;Hotel Acropole;99;#404;199 boulevard Brune 14 Arr., 75014 Paris France;None;https://us.trip.com/hotels/detail?hotelid=730063&Allianceid=3242848&SID=8120429&ouid=d40182fa-34ce-4c54-9df3-6cd073a55a83&checkin=2022-03-27&checkout=2022-03-28&adult=2&children=0&crn=1&curr=USD;"Hotel Acropole is an excellent choice for travelers visiting Paris, offering a charming environment alongside many helpful amenities designed to enhance your stay.
Given the close proximity of popular landmarks, such as Observatoire Panoramique de la Tour Montparnasse (1.3 mi) and Panthéon (1.9 mi), guests of Hotel Acropole can easily experience some of Paris' most well known attractions.
Hotel Acropole is a charming hotel offering a flat screen TV, air conditioning, and a minibar in the rooms, and it is easy to stay connected during your stay as free wifi is offered to guests.
Read more";43;None;None;4.5;644;4.5;4.5;4.5;4.5;96.0;8.0;68.0;English, French, Spanish, Arabic and 1 more ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20;20;Hotel Magda Champs-Elysees;138;#296;7 rue Troyon, 75017 Paris France;None;https://us.trip.com/hotels/detail?hotelid=2359654&Allianceid=3242848&SID=8120429&ouid=37b84e39-e803-4856-947d-4330787d4fd3&checkin=2022-03-27&checkout=2022-03-28&adult=2&children=0&crn=1&curr=USD;"The Hotel Magda Champs Elysées *** is just 150m from the Arc de Triomphe and Champs Elysées. Ideally located for visiting Paris and its monuments. Very lively area, close to many shops and restaurants. 37 rooms (Solo, Classic, Superior, Junior Suite and Suite) warm and luxurious cocoons that combine technological conveniences with a functional design. We offer 10 Junior Suites and Suites with mini-kitchenette: Sink, microwave, refrigerator, freezer, courtesy tray (coffee, tea), plates, flatware. Ideal for families and long stays. New decoration with refined design and noble materials like wood, high quality bedding and equipment, functional layout, all has been thought to create a relaxing and cosy atmosphere to make your stay delightful. Our rooms are like warm and luxurious cocoons and combine all modern conveniences. We also invite you to take advantage of our many services (free Wi-Fi, air conditioning, breakfast, concierge service, luggage room, etc.). Paying public car park nearby.
Read more";37;None;contact@royalmagda.com;4.5;2,113;5.0;4.5;4.5;4.5;100.0;34.0;272.0;English, French, Spanish, Czech and 2 more ;1;1;1;1;1;0;1;1;0;1;1;1;1;0;0;1;0;1;0;1;1;1;0;0;1;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
21;21;Campanile Paris 14 - Maine Montparnasse;82;#920;146 avenue du Maine, 75014 Paris France;None;https://us.trip.com/hotels/detail?hotelid=717703&Allianceid=3242848&SID=8120429&ouid=4f2c291f-7d40-4ed6-be6f-879dcd82ffe1&checkin=2022-03-27&checkout=2022-03-28&adult=2&children=0&crn=1&curr=USD;"See why so many travelers make Campanile Paris 14 - Maine Montparnasse their hotel of choice when visiting Paris. Providing an ideal mix of value, comfort and convenience, it offers a family-friendly setting with an array of amenities designed for travelers like you.
The rooms offer a flat screen TV, air conditioning, and a seating area, and getting online is possible, as free wifi is available, allowing you to rest and refresh with ease.
Read more";91;None;None;4.0;738;4.0;4.0;4.0;5.0;100.0;29.0;202.0;English, French, Spanish, German and 3 more ;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22;22;Amiral Hotel;109;#1,282;98 Avenue d Italie 13th Arr., 75013 Paris France;None;https://fr.trip.com/hotels/detail?hotelid=718152&Allianceid=3242848&SID=8120429&ouid=4a1ffa74-0865-4756-ab7e-688d45acc83d&checkin=2022-08-11&checkout=2022-08-12&adult=2&children=0&crn=1&curr=EUR;"If you’re looking for a hotel in Paris, look no further than Amiral Hotel. Close to some of Paris' most popular landmarks, such as The Catacombs of Paris (1.3 mi) and Panthéon (1.5 mi), Best Western Amiral Hotel is a great destination for tourists. The rooms offer a desk, and getting online is possible, as free wifi is available, allowing you to rest and refresh with ease. Paris Best Western features a 24 hour front desk, room service, and a concierge. In addition, as a valued Best Western Paris guest, you can enjoy a pool and a lounge that are available on-site. Guests arriving by vehicle have access to parking. During your visit, be sure to check out one of Paris' popular tempura restaurants such as Kong, Sanukiya, and Le Georges, all a short distance from Best Western Paris. If you are interested in exploring Paris, check out a , such as Louvre Museum. The staff at Best Western Amiral Hotel looks forward to serving you during your upcoming visit.
Read more";49;None;None;3.5;312;4.0;3.5;3.5;4.0;95.0;33.0;132.0;English, French, Russian, Spanish and 3 more ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;1;0;1;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
23;23;Hotel Marignan;95;#343;13 rue du Sommerard 05 Arr., 75005 Paris France;None;https://us.trip.com/hotels/detail?hotelid=730327&Allianceid=3242848&SID=8120429&ouid=bc9afdc6-9633-4f16-8054-2109bdfd7eb9&checkin=2022-03-27&checkout=2022-03-28&adult=2&children=0&crn=1&curr=USD;"Hotel in the center of Paris, Quartier Latin The Hotel Marignan is located in a small, quiet street of Paris, city center on the left bank in the famous ""Quartier Latin"" district. The hotel is close to Notre Dame de Paris, Sorbonne University, the Pantheon and Luxembourg Gardens (five minutes walking) and is an ideal accommodation for families and international guests visiting Paris. Free services We offer clean and comfortable accommodation for up to 5 people with competitive prices that include many free services: Free Wifi internet PC available for clients Free Continental breakfast ( direct reservations only ) Free washing machine & dryer Free use of kitchen equipped with microwave, stove and fridge A library of guide books and novels
Read more";31; Centrally Located ;None;4.0;1,013;5.0;4.0;4.0;4.5;;;;English, French, Russian, German and 2 more ;1;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24;24;Hotel Campanile Paris Bercy Village;72;#842;17 rue Baron le Roy, 75012 Paris France;None;https://us.trip.com/hotels/detail?hotelid=717765&Allianceid=3242848&SID=8120429&ouid=b17859f9-bab7-4d38-8aa1-e5ca7b1971f5&checkin=2022-03-27&checkout=2022-03-28&adult=2&children=0&crn=1&curr=USD;"In the east of Paris, the hotel Campanile Bercy boasts an ideal location for exploring The City of LightsNature-lovers staying at Campanile Bercy will enjoy its privileged vicinity, taking walks in Bercy Park and its four gardens, strolling around the village ""Cour Saint Emilion"" as well as trying restaurants and cafes.";201;None;None;4.0;1,555;4.0;4.0;4.0;4.0;97.0;20.0;90.0;English, French, Spanish, Chinese and 1 more ;1;1;0;1;1;1;0;0;0;1;1;0;1;0;0;1;0;0;1;1;0;1;0;1;0;1;0;1;1;0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25;25;Hotel Duette Paris;87;#234;64 rue de Levis Métro Villiers ligne 2 & 3, 75017 Paris France;01 42 27 33 10;https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=230525&from=Hotel_Review&area=&slot=2&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=227098142&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkd_PgcYC5k-duWMn4HzaMvw_WBsSYtZ63qJ5jrkeqOobFSXC3jxsMFTQ4tJQGV2-UQ&adults=2&child_rm_ages=&inDay=27&outDay=28&rooms=1&inMonth=3&inYear=2022&outMonth=3&outYear=2022&def_d=true&bapid=2&cs=11a7a583219dc8d9c35c00239489120b7&ba_uid=55d32990-7965-4f9a-b1c1-2bdfba5edef9;Just minutes from the major tourist attractions, choose the true Paris, the Paris of the Parisians. Rue de Levis is one of the rare pedestrian streets in Paris. Enjoy a leisurely stroll past its year-round open-air market with its magnificent colours and fragrances. At the reception desk a smile awaits you. Discover the lounge with its stone walls, each room has its own character, enjoy our parisian courtyard with its coloured patio garden.;29; Quiet ;reservation@hotelduette.com;4.5;508;4.5;5.0;4.5;4.5;100.0;24.0;224.0;English, French, Spanish, Italian ;1;1;0;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;1;1;1;1;0;1;1;1;0;0;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
26;26;Citadines Tour Eiffel Paris;163;#549;132 boulevard de Grenelle 15th Arr., 75015 Paris France;None;https://us.trip.com/hotels/detail?hotelid=729945&Allianceid=3242848&SID=8120429&ouid=c3dd7da7-916a-4eee-bed4-fa819c6df3a6&checkin=2022-03-27&checkout=2022-03-28&adult=2&children=0&crn=1&curr=USD;"Finding an ideal family-friendly hotel in Paris does not have to be difficult. Welcome to Citadines Tour Eiffel Paris, a nice option for travelers like you.
Close to some of Paris' most popular landmarks, such as Champs-Elysees (1.5 mi) and Arc de Triomphe (1.7 mi), Citadines Tour Eiffel Paris is a great destination for tourists.
Citadines Tour Eiffel Paris is a family-friendly hotel offering a flat screen TV, air conditioning, and a refrigerator in the rooms, and it is easy to stay connected during your stay as free wifi is offered to guests.
Read more";104; Family ;eiffel@citadines.com;4.5;432;4.5;4.5;4.5;4.0;100.0;19.0;169.0;English, French, Spanish, Italian and 1 more ;1;1;1;1;1;0;1;0;0;1;0;1;1;0;0;0;0;1;1;1;1;1;0;0;1;1;0;1;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
27;27;St Christopher's Inn Canal Paris;89;#26;159 Rue Crimee 68-74 Quai de la Seine, 75019 Paris France;None;https://us.trip.com/hotels/detail?hotelid=714796&Allianceid=3242848&SID=8120429&ouid=094717a3-c14d-4e55-b10e-21b294b15b5d&checkin=2022-03-27&checkout=2022-03-28&adult=2&children=0&crn=1&curr=USD;None;61; River View Modern ;None;4.0;1,394;3.5;4.0;4.0;4.0;97.0;57.0;100.0;English, French, Spanish, Dutch and 3 more ;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
28;28;Le Mathurin Hotel & Spa Paris;173;#502;43 rue des Mathurins, 75008 Paris France;None;https://us.trip.com/hotels/detail?hotelid=730022&Allianceid=3242848&SID=8120429&ouid=b49a55e9-c321-4ee5-a019-685f70acf667&checkin=2022-03-27&checkout=2022-03-28&adult=2&children=0&crn=1&curr=USD;"Le Mathurin welcomes you in the prestigious La Madeleine district at the very heart of the capital. 54 rooms and suites, all original; a new bar designed in the classic style; a fully-equipped conference room; a Private SPA Nuxe with a Turkish bath and private whirlpool bath; libraries on all floors… Le Mathurin more than ever holds true to its promise of luxury: here you can make yourself at home.";54; Luxury Quiet ;None;4.5;574;4.5;4.5;4.5;4.0;;;;English, French ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
